City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
364,Vernon,CA,50.2581,-119.2691,81.61,42,88,8.99,overcast clouds
365,Hambantota,LK,6.1241,81.1185,82.92,73,97,18.54,overcast clouds
366,Brownsville,US,25.9018,-97.4975,83.08,78,0,7.0,clear sky
367,Kudahuvadhoo,MV,2.6708,72.8944,82.92,70,56,3.31,light rain
368,Xining,CN,36.6167,101.7667,60.6,54,97,1.81,overcast clouds
369,Hervey Bay,AU,-25.2986,152.8535,67.14,57,100,2.28,overcast clouds
370,Brigantine,US,39.4101,-74.3646,75.99,94,40,4.61,scattered clouds
371,Peterhead,GB,57.5058,-1.7981,61.2,88,98,4.27,light rain
372,Orcotuna,PE,-11.9667,-75.3333,45.09,83,22,2.46,few clouds
373,Mahebourg,MU,-20.4081,57.7,70.09,73,40,11.5,scattered clouds
374,Barinas,VE,8.6226,-70.2075,80.64,83,100,3.44,overcast clouds
375,Emba,KZ,48.8264,58.1442,75.99,55,5,8.19,clear sky
376,Isiro,CD,2.7739,27.616,65.37,99,96,1.43,light rain
377,Sarangani,PH,5.4033,125.4636,82.47,73,97,12.57,overcast clouds
378,Abbeville,FR,50.1,1.8333,57.49,71,62,6.82,broken clouds
379,Devils Lake,US,48.1128,-98.8651,75.31,81,1,8.48,clear sky
380,Walvis Bay,NA,-22.9575,14.5053,61.09,37,0,8.28,clear sky
381,Kurchum,KZ,48.5722,83.6542,79.86,32,89,9.86,overcast clouds
382,Port Macquarie,AU,-31.4333,152.9167,67.89,47,14,10.29,few clouds
383,Zeya,RU,53.75,127.2667,84.07,58,21,1.41,light rain
384,Okhotsk,RU,59.3833,143.3,62.8,81,91,6.33,overcast clouds
385,Roma,US,43.2128,-75.4557,71.67,77,40,4.61,scattered clouds
