City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Megion,RU,2022-07-15 11:16:03,61.0296,76.1136,73.42,54,82,1.97
297,Fukue,JP,2022-07-15 11:16:04,32.6881,128.8419,76.96,89,86,10.0
298,Iqaluit,CA,2022-07-15 11:14:23,63.7506,-68.5145,44.33,81,75,2.3
299,Camacha,PT,2022-07-15 11:16:04,33.0833,-16.3333,69.22,68,75,11.5
300,Bemidji,US,2022-07-15 11:16:05,47.4736,-94.8803,61.92,100,100,0.0
301,Brae,GB,2022-07-15 11:16:05,60.3964,-1.353,53.01,74,96,16.22
302,Inongo,CD,2022-07-15 11:16:06,-1.95,18.2667,75.45,55,22,3.53
303,Riverton,US,2022-07-15 11:16:06,40.5219,-111.9391,77.02,51,75,12.66
304,Kashi,CN,2022-07-15 11:16:07,39.4547,75.9797,83.41,30,20,8.95
305,Ojuelos De Jalisco,MX,2022-07-15 11:16:07,21.8667,-101.5833,54.77,88,37,3.62
306,Uvalde,US,2022-07-15 11:16:08,29.3669,-99.767,72.12,76,0,3.44
307,Vestmannaeyjar,IS,2022-07-15 11:15:08,63.4427,-20.2734,52.79,76,20,16.11
308,Hampton,US,2022-07-15 11:12:51,37.0299,-76.3452,78.03,90,75,0.0
309,Milkovo,RU,2022-07-15 11:16:08,54.7167,158.6167,71.69,70,100,3.98
310,Zhongshu,CN,2022-07-15 11:16:09,24.5167,103.7667,75.99,76,86,3.62
311,Miles City,US,2022-07-15 11:13:09,46.4083,-105.8406,63.57,77,0,6.91
312,Altea,ES,2022-07-15 11:17:10,38.5989,-0.0514,89.47,56,0,6.6
313,Mahibadhoo,MV,2022-07-15 11:17:10,3.7833,72.9667,83.8,74,100,9.64
314,Carnarvon,AU,2022-07-15 11:17:10,-24.8667,113.6333,68.4,64,2,16.37
315,Nsanje,MW,2022-07-15 11:15:13,-16.92,35.262,82.29,32,29,9.95
316,Vadinsk,RU,2022-07-15 11:17:11,53.6916,43.0574,76.12,45,26,16.13
317,Poum,NC,2022-07-15 11:17:12,-20.2333,164.0167,72.61,59,52,21.59
318,Zhanaozen,KZ,2022-07-15 11:17:12,43.3,52.8,100.4,19,35,8.66
319,Arona,ES,2022-07-15 11:17:13,28.0996,-16.681,80.91,77,20,14.97
320,Mahajanga,MG,2022-07-15 11:17:13,-15.7167,46.3167,87.82,33,0,9.22
321,Placido De Castro,BR,2022-07-15 11:17:14,-10.3353,-67.1856,72.3,87,100,2.91
322,Phangnga,TH,2022-07-15 11:17:14,8.4509,98.5298,82.44,92,100,3.24
323,Puerto Quijarro,BO,2022-07-15 11:17:15,-17.7833,-57.7667,68.16,56,29,2.53
324,Paracatu,BR,2022-07-15 11:17:15,-17.2222,-46.8747,63.7,58,70,2.84
325,Hede,CN,2022-07-15 11:17:16,33.7681,120.2517,79.97,87,85,6.42
326,Pisco,PE,2022-07-15 11:14:36,-13.7,-76.2167,54.01,87,4,2.3
327,Ahipara,NZ,2022-07-15 11:17:16,-35.1667,173.1667,53.47,83,100,8.52
328,Nome,US,2022-07-15 11:17:17,64.5011,-165.4064,57.27,62,100,9.22
329,Vao,NC,2022-07-15 11:17:17,-22.6667,167.4833,69.44,61,62,16.13
330,Sambava,MG,2022-07-15 11:17:18,-14.2667,50.1667,75.97,68,58,15.7
331,Tuatapere,NZ,2022-07-15 11:17:18,-46.1333,167.6833,39.22,88,95,4.47
332,Ajdabiya,LY,2022-07-15 11:17:18,30.7554,20.2263,84.81,39,0,15.57
333,Vigrestad,NO,2022-07-15 11:17:19,58.5667,5.7,57.88,73,49,17.43
334,Monrovia,LR,2022-07-15 11:17:19,6.3005,-10.7969,76.77,78,100,10.31
335,Yerbogachen,RU,2022-07-15 11:17:20,61.2767,108.0108,67.57,56,100,4.23
336,Russell,US,2022-07-15 11:17:21,32.3502,-85.1999,72.12,94,75,0.0
337,Yanam,IN,2022-07-15 11:17:21,16.7333,82.2167,88.43,63,88,8.39
338,Calvia,ES,2022-07-15 11:17:22,39.5657,2.5062,96.08,36,0,6.17
339,Vila Velha,BR,2022-07-15 11:17:22,-20.3297,-40.2925,67.95,98,75,0.0
340,Raudeberg,NO,2022-07-15 11:17:23,61.9875,5.1352,50.95,79,96,8.66
341,Baykit,RU,2022-07-15 11:17:23,61.67,96.37,59.45,67,100,4.72
342,Saint-Francois,FR,2022-07-15 11:17:23,46.4154,3.9054,81.84,47,0,8.05
343,Lugo,ES,2022-07-15 11:17:24,43.0,-7.5,94.17,22,72,4.63
344,Pandamatenga,BW,2022-07-15 11:17:24,-18.5278,25.627,75.33,20,1,8.41
345,Marsa Matruh,EG,2022-07-15 11:17:25,31.3525,27.2453,82.9,49,0,16.91
346,San Cristobal,VE,2022-07-15 11:17:25,7.7669,-72.225,66.38,87,55,1.63
347,Luderitz,NA,2022-07-15 11:17:26,-26.6481,15.1594,79.07,28,46,5.84
348,Pevek,RU,2022-07-15 11:14:34,69.7008,170.3133,34.45,79,100,2.59
349,Loandjili,CG,2022-07-15 11:17:26,-4.7561,11.8578,77.02,68,39,7.67
350,Jurm,AF,2022-07-15 11:17:27,36.8648,70.8342,86.54,16,1,8.48
351,Pasighat,IN,2022-07-15 11:17:27,28.0667,95.3333,95.05,60,7,2.04
352,Polunochnoye,RU,2022-07-15 11:17:28,60.8697,60.4153,81.12,52,91,4.5
353,Valparaiso,CL,2022-07-15 11:16:15,-33.0393,-71.6273,49.48,88,100,3.44
354,Katsuura,JP,2022-07-15 11:18:28,35.1333,140.3,75.22,95,100,10.42
355,High Level,CA,2022-07-15 11:18:29,58.5169,-117.136,53.71,87,20,5.75
356,Shakawe,BW,2022-07-15 11:18:29,-18.3667,21.85,77.74,17,0,10.65
357,Fraserburgh,GB,2022-07-15 11:18:29,57.6874,-2.0184,64.44,77,88,12.75
358,Bushehr,IR,2022-07-15 11:18:30,28.9684,50.8385,98.69,59,0,13.8
359,Lamlash,GB,2022-07-15 11:18:30,55.5336,-5.1296,63.48,72,68,12.44
360,Panaba,MX,2022-07-15 11:18:31,21.2833,-88.2667,74.03,97,71,5.44
361,Nanga Eboko,CM,2022-07-15 11:18:31,4.6833,12.3667,78.06,68,100,4.7
362,Greenwood,US,2022-07-15 11:18:31,34.1668,-82.1165,72.28,61,0,0.0
363,Puerto Baquerizo Moreno,EC,2022-07-15 11:18:32,-0.9,-89.6,70.18,86,74,13.8
364,Gijon,ES,2022-07-15 11:17:49,43.5357,-5.6615,78.26,44,96,9.82
365,Prince Rupert,CA,2022-07-15 11:14:53,54.3161,-130.3201,53.69,100,100,8.05
366,Myski,RU,2022-07-15 11:18:33,53.709,87.8014,70.14,44,74,1.59
367,Seoul,KR,2022-07-15 11:18:33,37.5683,126.9778,79.99,88,40,6.91
368,Lakes Entrance,AU,2022-07-15 11:18:33,-37.8811,147.981,44.17,78,99,6.15
369,Riachao Do Jacuipe,BR,2022-07-15 11:18:34,-11.8069,-39.3856,72.32,69,57,4.27
370,Banda Aceh,ID,2022-07-15 11:18:34,5.5577,95.3222,83.97,69,35,10.51
371,Necochea,AR,2022-07-15 11:18:35,-38.5473,-58.7368,50.9,98,100,8.01
372,Aquiraz,BR,2022-07-15 11:18:35,-3.9014,-38.3911,79.18,71,22,12.71
373,Nakusp,CA,2022-07-15 11:18:36,50.2499,-117.8023,56.48,82,0,0.0
374,Eyl,SO,2022-07-15 11:18:36,7.9803,49.8164,87.96,52,95,25.7
375,Lasa,IT,2022-07-15 11:18:36,46.6166,10.7002,85.37,33,7,3.31
376,Swan Hill,AU,2022-07-15 11:18:37,-35.3378,143.5544,47.25,69,95,6.82
377,Olesno,PL,2022-07-15 11:18:37,50.877,18.4209,69.46,36,12,15.3
378,Lluta,PE,2022-07-15 11:18:38,-16.0147,-72.0142,40.87,33,18,2.86
379,Sacramento,US,2022-07-15 11:15:28,38.4666,-121.3177,71.87,73,0,4.61
380,Bulawayo,ZW,2022-07-15 11:16:16,-20.15,28.5833,68.63,25,2,12.88
381,Los Llanos De Aridane,ES,2022-07-15 11:18:38,28.6585,-17.9182,71.35,88,40,12.66
382,Millport,GB,2022-07-15 11:18:39,55.7535,-4.9256,64.31,82,66,18.48
383,Linxia,CN,2022-07-15 11:18:39,35.6003,103.2064,62.28,91,100,2.37
384,Saint-Raymond,CA,2022-07-15 11:15:25,45.467,-73.6095,65.95,84,20,4.61
385,Laguna,US,2022-07-15 11:17:39,38.421,-121.4238,70.09,73,0,4.61
386,Nanakuli,US,2022-07-15 11:18:40,21.3906,-158.1547,76.98,68,40,5.75
387,Sorland,NO,2022-07-15 11:18:40,67.667,12.6934,51.66,79,100,15.48
388,Shingu,JP,2022-07-15 11:18:41,33.7333,135.9833,75.4,90,62,6.4
389,Manadhoo,MV,2022-07-15 11:18:41,5.7667,73.3833,83.61,77,87,13.29
390,New Ulm,US,2022-07-15 11:18:41,44.3125,-94.4605,73.78,93,0,6.91
391,Tecoanapa,MX,2022-07-15 11:18:42,16.5167,-98.75,76.21,83,100,3.6
392,Miraflores,MX,2022-07-15 11:18:42,19.2167,-98.8083,60.03,92,100,0.4
393,Alofi,NU,2022-07-15 11:14:43,-19.0595,-169.9187,77.23,71,81,21.52
394,Tapes,BR,2022-07-15 11:18:43,-30.6733,-51.3958,60.44,96,100,6.55
395,Nuuk,GL,2022-07-15 11:18:43,64.1835,-51.7216,39.81,100,100,15.01
396,Klaksvik,FO,2022-07-15 11:18:44,62.2266,-6.589,50.92,84,73,20.24
397,Codrington,AU,2022-07-15 11:18:44,-38.2667,141.9667,50.43,68,100,11.74
398,Sept-Iles,CA,2022-07-15 11:19:45,50.2001,-66.3821,59.52,89,75,3.44
399,Dabat,ET,2022-07-15 11:19:45,12.9842,37.765,59.18,79,77,6.58
400,Ancud,CL,2022-07-15 11:19:46,-41.8697,-73.8203,39.22,84,46,8.23
401,Hadejia,NG,2022-07-15 11:19:46,12.4498,10.0444,86.09,51,96,9.73
402,North Mankato,US,2022-07-15 11:19:47,44.1733,-94.0339,73.49,88,20,8.05
403,Ixtapa,MX,2022-07-15 11:19:47,20.7,-105.2,76.23,94,100,4.61
404,Pelym,RU,2022-07-15 11:19:47,61.0108,61.9978,84.76,45,90,4.38
405,Hirara,JP,2022-07-15 11:19:48,24.8,125.2833,84.47,89,75,14.97
406,Alice Springs,AU,2022-07-15 11:19:17,-23.7,133.8833,51.35,30,0,9.22
407,Kamaishi,JP,2022-07-15 11:19:48,39.2667,141.8833,71.35,97,100,10.76
408,Chiredzi,ZW,2022-07-15 11:19:49,-21.05,31.6667,77.16,35,1,11.14
409,Vanimo,PG,2022-07-15 11:19:49,-2.6741,141.3028,78.71,85,55,4.92
410,Smithers,CA,2022-07-15 11:17:52,54.7804,-127.1743,53.92,100,100,0.0
411,Chapais,CA,2022-07-15 11:17:47,49.7834,-74.8492,56.98,65,48,5.59
412,Paldiski,EE,2022-07-15 11:19:50,59.3567,24.0531,63.91,88,40,8.05
413,Thyboron,DK,2022-07-15 11:19:50,56.6985,8.2124,66.18,76,44,23.89
414,Half Moon Bay,US,2022-07-15 11:19:51,37.4636,-122.4286,58.53,88,100,11.5
415,Aanekoski,FI,2022-07-15 11:19:51,62.6946,25.818,64.85,12,98,6.67
416,Grindavik,IS,2022-07-15 11:19:52,63.8424,-22.4338,55.35,87,100,18.41
417,Pandan,PH,2022-07-15 11:19:52,14.0453,124.1694,82.8,80,95,3.62
418,Vangaindrano,MG,2022-07-15 11:19:53,-23.35,47.6,73.4,63,0,6.17
419,Temir,KZ,2022-07-15 11:19:53,49.1414,57.13,100.49,12,28,17.6
420,Santa Barbara,US,2022-07-15 11:16:03,34.7333,-120.0343,52.0,94,0,0.0
421,Noyabrsk,RU,2022-07-15 11:17:28,63.1994,75.4507,69.46,43,85,2.46
422,Flinders,AU,2022-07-15 11:19:54,-34.5833,150.8552,48.18,81,1,4.0
423,Boa Vista,BR,2022-07-15 11:17:13,2.8197,-60.6733,75.18,88,100,3.44
424,Poronaysk,RU,2022-07-15 11:19:54,49.2167,143.1167,56.07,88,83,6.4
425,Tinskoy,RU,2022-07-15 11:19:55,56.1525,96.9161,63.84,59,99,2.08
426,Kaeo,NZ,2022-07-15 11:19:55,-35.1,173.7833,48.33,93,99,5.14
427,Itacare,BR,2022-07-15 11:19:55,-14.2775,-38.9967,69.06,91,86,7.14
428,Waingapu,ID,2022-07-15 11:19:56,-9.6567,120.2641,75.4,79,56,13.38
429,Puerto Narino,CO,2022-07-15 11:15:22,-3.7703,-70.3831,70.21,99,74,2.28
430,Waipawa,NZ,2022-07-15 11:19:57,-41.4122,175.5153,42.55,91,99,5.82
431,Rafsanjan,IR,2022-07-15 11:19:57,30.4067,55.9939,92.93,8,0,19.77
432,Minab,IR,2022-07-15 11:19:57,27.1467,57.0801,104.32,39,20,11.5
433,Belaya Gora,RU,2022-07-15 11:19:58,68.5333,146.4167,71.92,53,32,6.42
434,San Pedro,PH,2022-07-15 11:19:58,14.35,121.0167,86.36,80,20,11.5
435,Tezu,IN,2022-07-15 11:19:58,27.9167,96.1667,95.34,60,2,1.83
436,Kabanga,TZ,2022-07-15 11:19:59,-2.6386,30.4678,80.1,30,85,7.0
437,Carutapera,BR,2022-07-15 11:19:59,-1.195,-46.02,78.21,86,15,8.5
438,Butterworth,MY,2022-07-15 11:20:00,5.3991,100.3638,89.06,77,20,6.91
439,Menomonie,US,2022-07-15 11:20:00,44.8755,-91.9193,65.28,98,72,11.01
440,Araouane,ML,2022-07-15 11:20:01,18.9048,-3.5265,103.51,21,6,13.15
441,Tahta,EG,2022-07-15 11:20:01,26.7693,31.5021,96.21,17,0,19.91
442,Toccoa,US,2022-07-15 11:20:02,34.5773,-83.3324,69.44,95,0,0.0
443,Point Fortin,TT,2022-07-15 11:20:02,10.1833,-61.6833,74.89,86,100,11.63
444,Hofn,IS,2022-07-15 11:20:03,64.2539,-15.2082,51.1,74,100,6.11
445,Jiuquan,CN,2022-07-15 11:21:03,39.7432,98.5174,75.88,36,91,7.58
446,Hobbs,US,2022-07-15 11:20:22,32.7026,-103.136,71.06,56,40,4.61
447,Iralaya,HN,2022-07-15 11:21:04,15.0,-83.2333,78.39,86,62,9.01
448,Phalodi,IN,2022-07-15 11:21:04,27.1333,72.3667,98.1,39,65,11.54
449,Tautira,PF,2022-07-15 11:21:05,-17.7333,-149.15,75.24,61,95,21.41
450,Adrar,MR,2022-07-15 11:21:05,20.5022,-10.0711,101.26,20,54,11.79
451,Batagay-Alyta,RU,2022-07-15 11:21:05,67.8006,130.4114,74.17,50,95,4.97
452,Axim,GH,2022-07-15 11:21:06,4.8699,-2.2405,78.69,79,90,11.92
453,Alyangula,AU,2022-07-15 11:21:06,-13.8483,136.4192,69.42,73,20,13.89
454,Cornwall,CA,2022-07-15 11:18:42,45.0181,-74.7281,61.84,94,0,5.75
455,Waw,SS,2022-07-15 11:21:07,7.7029,27.9953,74.89,85,99,0.6
456,Ramshir,IR,2022-07-15 11:21:07,30.8946,49.4092,120.06,5,0,8.75
457,Bilma,NE,2022-07-15 11:21:08,18.6853,12.9164,101.25,23,7,6.22
458,Lusambo,CD,2022-07-15 11:21:08,-4.9667,23.45,99.28,21,31,4.18
459,San Quintin,MX,2022-07-15 11:21:08,30.4833,-115.95,64.44,92,7,7.7
460,Buraydah,SA,2022-07-15 11:21:09,26.326,43.975,108.05,9,29,8.52
461,Hoquiam,US,2022-07-15 11:21:09,46.9809,-123.8893,57.99,88,100,0.0
462,Thinadhoo,MV,2022-07-15 11:21:10,0.5333,72.9333,84.34,73,90,10.16
463,Salta,AR,2022-07-15 11:20:33,-24.7859,-65.4117,55.99,44,0,11.5
464,Blyth,GB,2022-07-15 11:21:10,55.1271,-1.5086,66.07,79,75,14.97
465,Wasilla,US,2022-07-15 11:21:11,61.5814,-149.4394,54.41,90,75,0.0
466,Ocean Springs,US,2022-07-15 11:21:11,30.4113,-88.8278,77.02,97,75,5.75
467,Erenhot,CN,2022-07-15 11:21:12,43.6475,111.9767,87.44,18,95,10.56
468,Susanville,US,2022-07-15 11:21:12,40.4163,-120.653,56.1,36,0,3.04
469,Huhi,MX,2022-07-15 11:21:12,20.7167,-89.1667,75.0,93,100,4.97
470,Kosh-Agach,RU,2022-07-15 11:21:13,50.0,88.6667,54.36,62,88,11.43
471,Yairipok,IN,2022-07-15 11:21:13,24.6667,94.0667,86.76,61,37,5.61
472,Itacoatiara,BR,2022-07-15 11:21:14,-3.1431,-58.4442,75.29,90,80,3.47
473,Sakrand,PK,2022-07-15 11:21:14,26.1384,68.2736,76.95,100,75,0.0
474,Farafangana,MG,2022-07-15 11:21:14,-22.8167,47.8333,71.94,68,0,5.35
475,College,US,2022-07-15 11:21:15,64.8569,-147.8028,56.28,68,75,6.91
476,Riwaka,NZ,2022-07-15 11:21:15,-41.0833,173.0,43.02,86,18,4.18
477,Roma,US,2022-07-15 11:21:16,43.2128,-75.4557,61.95,93,0,0.0
478,Puerto Carreno,CO,2022-07-15 11:21:16,6.189,-67.4859,73.15,90,70,4.9
479,Sovetskaya Gavan,RU,2022-07-15 11:21:16,48.9723,140.2878,55.31,92,89,4.83
480,Saran,FR,2022-07-15 11:21:17,47.9501,1.876,80.51,37,0,11.5
481,Les Cayes,HT,2022-07-15 11:21:17,18.2,-73.75,77.07,85,16,2.13
482,Trinidad,BO,2022-07-15 11:21:18,-14.8333,-64.9,71.58,94,100,0.0
483,Goure,NE,2022-07-15 11:21:18,13.9835,10.2704,89.8,43,94,9.71
484,Kirensk,RU,2022-07-15 11:21:18,57.7853,108.1119,57.47,95,100,3.15
485,Talcahuano,CL,2022-07-15 11:17:10,-36.7167,-73.1167,38.88,93,75,8.05
486,Quirinopolis,BR,2022-07-15 11:21:19,-18.4483,-50.4517,68.38,49,14,6.02
487,Amapa,BR,2022-07-15 11:21:19,1.0,-52.0,72.7,98,42,1.52
488,Myitkyina,MM,2022-07-15 11:21:20,25.3833,97.4,94.69,62,22,1.19
489,Seddon,AU,2022-07-15 11:21:20,-37.8068,144.8916,52.66,77,75,13.8
490,Himberg,AT,2022-07-15 11:21:21,48.0644,16.448,78.04,44,20,17.0
491,Tabou,CI,2022-07-15 11:21:21,4.423,-7.3528,76.6,83,98,10.63
492,Port Blair,IN,2022-07-15 11:21:22,11.6667,92.75,82.44,83,100,9.22
493,Belyy Yar,RU,2022-07-15 11:22:22,53.6039,91.3903,71.49,38,0,4.47
494,Novaya Igirma,RU,2022-07-15 11:22:23,57.1334,103.9112,65.32,61,95,6.89
495,Tual,ID,2022-07-15 11:22:23,-5.6667,132.75,79.65,82,65,22.53
496,Khandagayty,RU,2022-07-15 11:22:23,50.7333,92.05,62.98,43,95,3.42
497,San Policarpo,PH,2022-07-15 11:22:24,12.1791,125.5072,83.44,74,100,4.29
498,Tombouctou,ML,2022-07-15 11:22:24,20.0,-3.0,105.39,11,6,5.37
499,Sunndalsora,NO,2022-07-15 11:22:25,62.6754,8.5515,53.1,76,99,5.77
500,Rezekne,LV,2022-07-15 11:22:25,56.5,27.3167,61.83,71,76,12.77
501,Rudnogorsk,RU,2022-07-15 11:22:26,57.2639,103.7519,64.29,59,100,6.31
502,Taber,CA,2022-07-15 11:22:26,49.8167,-112.1518,57.04,93,0,6.91
503,Gravdal,NO,2022-07-15 11:22:27,68.1214,13.5031,49.89,93,75,12.66
504,Gibsons,CA,2022-07-15 11:22:27,49.3997,-123.5027,64.08,73,37,8.43
505,Gamba,GA,2022-07-15 11:22:27,-2.65,10.0,76.17,71,51,8.23
506,Tukrah,LY,2022-07-15 11:22:28,32.5341,20.5791,81.79,53,0,14.16
507,Saquarema,BR,2022-07-15 11:22:28,-22.92,-42.5103,71.74,85,37,13.02
508,Yar-Sale,RU,2022-07-15 11:22:29,66.8333,70.8333,70.63,38,0,10.71
509,Oschatz,DE,2022-07-15 11:22:29,51.3,13.1167,71.46,35,45,12.75
510,Antalaha,MG,2022-07-15 11:22:29,-14.9003,50.2788,76.57,65,29,14.81
511,Sistranda,NO,2022-07-15 11:22:16,63.7256,8.834,51.76,72,100,13.65
512,Morant Bay,JM,2022-07-15 11:22:30,17.8815,-76.4093,80.22,83,50,5.44
513,Kisante,PH,2022-07-15 11:22:30,6.9231,125.155,72.59,94,100,1.79
514,Loa Janan,ID,2022-07-15 11:22:31,-0.583,117.095,75.38,90,100,1.88
515,Rosarito,MX,2022-07-15 11:22:31,32.3333,-117.0333,64.26,87,4,6.46
516,Vila Franca Do Campo,PT,2022-07-15 11:22:32,37.7167,-25.4333,75.61,88,73,12.21
517,Prienai,LT,2022-07-15 11:22:32,54.6333,23.95,61.07,74,57,16.82
518,Husavik,IS,2022-07-15 11:22:33,66.0449,-17.3389,53.08,61,77,4.76
519,Kaitong,CN,2022-07-15 11:22:33,44.8135,123.15,72.95,79,53,10.27
520,Aqtobe,KZ,2022-07-15 11:22:34,50.2797,57.2072,95.09,23,0,20.13
521,Merced,US,2022-07-15 11:22:34,37.1666,-120.7516,68.29,40,0,7.74
522,Winnemucca,US,2022-07-15 11:22:34,40.973,-117.7357,57.25,30,0,3.44
523,Zaigrayevo,RU,2022-07-15 11:22:35,51.8336,108.2703,72.05,49,83,8.63
524,Kati,ML,2022-07-15 11:22:35,12.7441,-8.0726,85.41,50,88,7.54
525,Terekli-Mekteb,RU,2022-07-15 11:22:36,44.1671,45.8698,91.74,24,4,8.41
526,Alto Araguaia,BR,2022-07-15 11:22:36,-17.3147,-53.2153,67.05,54,32,4.94
527,Kazanskoye,RU,2022-07-15 11:22:36,55.6448,69.235,79.54,60,8,6.85
